USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
583380,99999,WUHUXIAN,CH,,,31.15,118.583,16,19860101,20210419
583430,99999,CHANGZHOU,CH,,,31.767,119.95,15,19560820,20100424
583450,99999,LIYANG,CH,,,31.433,119.483,8,19570601,20210419
583570,99999,WA LI,CH,,,0,0,-999,19730103,20020523
583580,99999,SUZHOU,CH,,,31.267,120.617,19,19570602,20100424
583620,99999,SHANGHAI,CH,,,31.4,121.467,4,19910615,20210419
583670,99999,HONGQIAO INTL,CH,,ZSSS,31.198,121.336,3,19560820,20210419
583680,99999,BOGUS CHINESE,CH,,,,,,19801004,20031129
583780,99999,HUINAN EAST,CH,,,31.183,122.367,0,19731004,19740919
584020,99999,YINGSHAN,CH,,,30.75,115.667,116,19591101,20100424
584030,99999,LEI-CHIA-TIEN WEST,CH,,,30.883,115.717,260,19731004,19740817
584070,99999,QIZHOU,CH,,,30.067,115.333,29,19570601,20100424
584080,99999,MEI-CHUAN,CH,,,30.133,115.6,73,19731004,20040703
584140,99999,TAI-HU,CH,,,0,0,-999,19800706,20020303
584240,99999,ANQING,CH,,,30.617,116.967,63.2,19560820,20210419
584360,99999,HELIXI,CH,,,30.633,118.967,53,19570601,19740813
584370,99999,HUANG SHAN,CH,,,30.133,118.15,1836,19560820,20210419
584380,99999,JING-DE,CH,,,0,0,-999,19730403,20040928
584450,99999,TIANMU SHAN (MTNS),CH,,,30.35,119.417,1494,19570603,20020209
584470,99999,HE-QIAO,CH,,,0,0,-999,19731004,20020730
584510,99999,WU-XING,CH,,,0,0,-999,19800809,20020709
584560,99999,HUANG WAN,CH,,,0,0,-999,19731004,20020118
584570,99999,XIAOSHAN,CH,,ZSHC,30.228,120.432,7,19560820,20210419
584580,99999,SHAO-XING (?),CH,,,0,0,-999,19731004,20020708
584610,99999,JIN-SHAN,CH,,,0,0,-999,19740421,20040716
584620,99999,MIN-HANG,CH,,,0,0,-999,19730702,20020612
584640,99999,ZHA-PU,CH,,,30.617,121.083,7,19570601,20100424
584670,99999,YU-YAO,CH,,,0,0,-999,19570602,20070727
584720,99999,SHENGSI,CH,,,30.733,122.45,81,19581001,20210419
584730,99999,SHENG SHANG,CH,,,30.717,122.817,197,19800401,20020502
584740,99999,DACHU SHAN,CH,,,30.45,122.3,152,19891201,20050728
584760,99999,LANG-GANG ISLAND,CH,,,30.433,122.917,95,19800401,20020519
584770,99999,DINGHAI,CH,,,30.033,122.117,37,19560820,20210419
584780,99999,ZHI-ZHI ISLAND,CH,,,0,0,-999,19740426,20030310
585020,99999,FENLU SOUTHEAST,CH,,,29.75,115.917,31,19560820,19631231
585060,99999,LU SHAN,CH,,,29.583,115.983,1165,19560820,20210419
585170,99999,BOGUS CHINESE,CH,,,,,,19801003,20020629
585190,99999,GU-XIAN-DU,CH,,,29.083,116.883,31,19570602,20100424
585210,99999,APPROXIMATE LOCATIO,CH,,,29.833,117.167,0,19801010,20060214
585270,99999,JINGDEZHEN,CH,,,29.3,117.2,60,19560820,20210419
585280,99999,KOMATSUSHIMA AB,CH,,,29.167,117.5,0,19801002,20020702
585290,99999,APPROXIMATE LOCATIO,CH,,,29.167,117.833,0,19801002,19840529
585310,99999,TUNXI,CH,,,29.717,118.267,145,19570601,20130218
585320,99999,SHE-XIAN,CH,,,0,0,-999,19740802,20011203
585370,99999,HUA-BU,CH,,,0,0,-999,19740423,20020214
585430,99999,CHUN AN,CH,,,29.617,119.017,172,20070727,20210419
585490,99999,JINHUA,CH,,,29.15,119.633,35,19570602,20100424
585540,99999,YI-WU/AIRFIELD,CH,,,29.35,120.017,91,19740421,20030330
585560,99999,SHENGXIAN,CH,,,29.6,120.817,108,19570601,20210419
585590,99999,TIAN-TAI,CH,,,29.15,121.017,67,19740422,20020524
585620,99999,NINGBO,CH,,,29.917,121.467,6,19570601,20100424
585690,99999,SHIPU,CH,,,29.2,121.95,127,19570601,20210419
586060,99999,CHANGBEI INTL,CH,,ZSCN,28.865,115.9,43.6,19560820,20210419
586070,99999,HUI-HE,CH,,,0,0,-999,19740422,19840609
586080,99999,QINGJIANG/ZHANGSHUZ,CH,,,28.05,115.533,40,19570601,20021209
586180,99999,POTOU,CH,,,38.083,116.55,13,19970611,20041004
586210,99999,LE-PING (?),CH,,,28.983,117.117,49,19740424,19810525
586250,99999,YI-YANG,CH,,,0,0,-999,19740112,19841121
586260,99999,SHANGRAO,CH,,,28.483,117.983,90,19570301,20100424
586270,99999,XIONGSHI NORTHEAST,CH,,,28.3,117.217,39,19740423,19740919
586310,99999,YU-SHAN,CH,,,28.667,118.25,94,19740421,19840505
586320,99999,CHANG-SHAN,CH,,,28.933,118.5,137,19740425,20030101
586330,99999,QU XIAN,CH,,,28.967,118.867,71,19560820,20210419
586340,99999,YUSHAN,CH,,,28.683,118.25,94,19570601,20100424
586460,99999,LISHUI,CH,,,28.45,119.917,60,19560820,20210419
586470,99999,LONGQUAN,CH,,,28.1,119.083,180,19570301,20041123
586480,99999,AN-REN,CH,,,28.05,119.333,274,19740421,19840513
586530,99999,KUOCANG SHAN,CH,,,28.817,120.917,1375,19570601,20011017
586540,99999,JIN-YUN,CH,,,0,0,-999,19740425,19840517
586550,99999,YONG-LIN,CH,,,0,0,-999,19731004,20020429
586580,99999,KENG-KOU,CH,,,0,0,-999,19740616,20020116
586590,99999,WENZHOU,CH,,ZSWZ,28.017,120.667,7,19560820,20210125
586600,99999,LINHAI (REPLACED BY 58652 - XIANJU),CH,,,28.85,121.133,9,19940801,20111121
586620,99999,HAI-MEN,CH,,,28.683,122.133,3,19731004,20020617
586650,99999,HONGJIA,CH,,,28.617,121.417,2,19560820,20100424
586660,99999,DACHEN DAO,CH,,,28.45,121.883,84,19591101,20210419
586670,99999,YU-HUAN,CH,,,28.133,121.217,100,19570601,20100424
586690,99999,SONGMEN SOUTHEAST,CH,,,28.283,121.733,2,19731026,19740801
587130,99999,HUANG-SHI-DU,CH,,,0,0,-999,19740601,20020803
587150,99999,NANCHENG,CH,,,27.583,116.65,82,19560820,20210419
587210,99999,NAME UNKNOWN (ONC),CH,,,27.717,117.05,305,19740425,19851024
587250,99999,SHAOWU,CH,,,27.333,117.467,219,19570602,20210419
587260,99999,QIXIAN SHAN,CH,,,27.95,117.833,1415,19560820,19940718
587300,99999,WUYISHAN,CH,,,27.767,118.033,221,19920301,20210419
587310,99999,PUCHENG,CH,,,27.917,118.533,275,19560820,20210419
587320,99999,APPROXIMATE LOCATIO,CH,,,27.833,118.5,0,19801001,20011230
587340,99999,JIAN-YANG,CH,,,0,0,-999,19570601,20020620
587350,99999,APPROXIMATE LOCATIO,CH,,,27.5,118.5,0,19801001,20020518
587360,99999,XIONG MOUNTAIN,CH,,,0,0,-999,19600309,19840815
587370,99999,JIAN'OU,CH,,,27.05,118.317,112,19570601,20100424
587450,99999,SHOU-NING,CH,,,27.467,119.483,732,19570609,20020730
587470,99999,LI-MEN,CH,,,0,0,-999,19740425,20030610
587490,99999,FU AN,CH,,,0,0,-999,19740601,19850920
587520,99999,RUIAN,CH,,,27.783,120.65,38,20040713,20210419
587530,99999,RUI-AN,CH,,,0,0,-999,19731006,20021127
587540,99999,FUDING,CH,,,27.333,120.2,38,19560820,20210419
587640,99999,DONG-GUA ISLAND,CH,,,27.633,121.05,18,19591101,20010912
587650,99999,NANJI SHAN,CH,,,27.467,121.05,2,19731004,20020120
588110,99999,LO-KOU,CH,,,26.85,116.067,243,19731113,19741008
588130,99999,GUANGCHANG,CH,,,26.85,116.333,142,19570610,20210419
588150,99999,NING-HUA,CH,,,26.267,116.65,303,19730102,20020624
588200,99999,SANMING,CH,,,26.183,117.617,198,19570601,20100424
588210,99999,TAI-NING,CH,,,26.9,117.167,305,19730810,20051025
588250,99999,JIANG-LE,CH,,,26.767,117.367,183,19730102,20020517
588260,99999,SHA-XIAN,CH,,,26.4,117.783,183,19730102,20050506
588310,99999,XIA-YANG,CH,,,26.783,118,146,19570601,20020511
588340,99999,NANPING,CH,,,26.633,118.15,153,19560820,20210419
588370,99999,YOU-XI,CH,,,26.167,118.183,165,19730103,20020610
588380,99999,SHUANG-KENG,CH,,,0,0,-999,19731004,19840507
588460,99999,LUOYUAN,CH,,,26.517,119.533,85,19570602,20100424
588470,99999,FUZHOU,CH,,,26.083,119.283,85,19560820,20210419
588480,99999,SANYA,CH,,,0,0,-999,19731008,20020220
588490,99999,MAZU,CH,,,26.167,119.933,91,19560821,20050830
588500,99999,SONGCHENG NORTHEAST,CH,,,26.933,120.067,258,19600506,19631031
588520,99999,TA-YU MOUNTAIN,CH,,,26.917,120.383,305,19570601,20020919
588530,99999,TAISHAN,CH,,,27,120.7,107,19631101,20020104
588540,99999,XI-YANG ISLAND,CH,,,0,0,-999,19730101,20020816
588640,99999,TUNG-YIN ISLAND,CH,,,0,0,-999,19730303,19831002
588930,99999,BOGUS CHINESE,CH,,,,,,19860604,19860626
589110,99999,CHANGTING,CH,,,25.85,116.367,311,19570301,20210419
589180,99999,SHANGHANG,CH,,,25.067,116.35,207,19570602,20100424
589210,99999,YONG'AN,CH,,,25.967,117.35,204,19560820,20210419
589260,99999,ZHANG PING,CH,,,25.3,117.4,203,19940901,20210419
589270,99999,LONGYAN,CH,,,25.1,117.017,341,19560820,20030102
589280,99999,ZHANG-PING,CH,,,25.3,117.4,0,19740421,19851011
589310,99999,JIUXIAN SHAN,CH,,,25.717,118.1,1651,19560820,20210419
589320,99999,NAME UNKNOWN (ONC),CH,,,0,0,-999,19740425,20020615
589330,99999,ZHANGCHENG SOUTHWEST,CH,,,25.867,118.917,152,19600101,19610314
589340,99999,YONG-CHUN,CH,,,0,0,-999,19740613,19850922
589380,99999,HUNG-LAI,CH,,,25.083,118.517,61,19880201,20030809
589410,99999,HESHANG SOUTHEAST,CH,,,25.933,119.567,8,19570603,19610314
589440,99999,PINGTAN,CH,,,25.517,119.783,31,19560820,20210419
589450,99999,BOGUS CHINESE,CH,,,,,,19831201,20020823
589470,99999,DAI-TOU,CH,,,25.267,119.2,37,19740817,20020408
589650,99999,TAOYUAN,CH,,,25.05,121.217,48,19560820,20030222
589680,99999,TAIBEI,CH,,,25.033,121.517,9,19570601,20210419
589690,99999,589690,CH,,,25.067,121.533,7,19730101,19900623
589740,99999,PENGJIA YU,CH,,,25.633,122.067,102,19730102,20210419
589840,99999,BOGUS CHINESE,CH,,,,,,19801001,20011007
590070,99999,GUANGNAN,CH,,,24.067,105.067,1251,19560820,20210419
590080,99999,BOGUS CHINESE,CH,,,,,,19801001,20040118
590130,99999,BOGUS CHINESE,CH,,,,,,19801001,20041008
590210,99999,TIAN'E/LIUPAI,CH,,,25.083,107.2,305,19730101,20040827
590230,99999,HECHI,CH,,,24.7,108.05,214,19560820,20210419
590370,99999,DU AN,CH,,,24.017,108.083,162,19570601,19610314
590460,99999,LIUZHOU,CH,,,24.35,109.4,97,19430919,20210419
590580,99999,MENGSHAN,CH,,,24.2,110.517,145,19570601,20210419
590620,99999,BOGUS CHINESE,CH,,,,,,19801001,19840222
590650,99999,HEXIAN/BABU,CH,,,24.467,111.567,91,19570601,20021209
590720,99999,LIANZHOU,CH,,,24.8,112.367,98,19560820,20210419
590750,99999,YANGSHAN,CH,,,24.483,112.633,64,19731004,19741013
590760,99999,NAME UNKNOWN (ONC),CH,,,0,0,-999,19731108,19820219
590770,99999,XIA-SHUI-XU,CH,,,0,0,-999,19740504,19840914
590820,99999,SHAOGUAN,CH,,,24.667,113.6,68,19560820,20210419
590830,99999,BOGUS CHINESE,CH,,,,,,19890608,20020912
590850,99999,WU-SHI (?),CH,,,0,0,-999,19740424,19811212
590860,99999,XIN-JIANG,CH,,,0,0,-999,19740615,20020615
590870,99999,FOGANG,CH,,,23.883,113.517,68,19570602,20210419
590920,99999,CHENG-LONG,CH,,,0,0,-999,19730104,19840601
590960,99999,LIANPING,CH,,,24.367,114.483,214,19570602,20210419
590970,99999,XINFENG,CH,,,0,0,-999,19730105,20011210
591020,99999,XUNWU,CH,,,24.95,115.65,299,19560820,20210419
591090,99999,XING-NING,CH,,,0,0,-999,19800803,19840504
591170,99999,MEI XIAN,CH,,ZGMX,24.283,116.067,116.9,19560820,20210419
591240,99999,NAN-JING,CH,,,0,0,-999,19800702,20020126
591260,99999,ZHANGZHOU,CH,,,24.633,117.65,24,19570603,20021209
591270,99999,DA-XI,CH,,,0,0,-999,19740423,20011114
591330,99999,JIN-JIANG,CH,,,24.8,118.583,22,19570601,20021209
591340,99999,GAOQI,CH,,ZSAM,24.544,118.128,18,19560820,20210419
591350,99999,CHIN-MEN,CH,,,24.433,118.433,12,19560820,19850722
591520,99999,XINZHU,CH,,,24.8,120.967,34,20020103,20070226
591530,99999,XIN-ZHU,CH,,,24.817,120.95,8,19560820,19841229
591580,99999,TAIZHONG,CH,,,24.15,120.683,78,19560820,20210419
591590,99999,TAICHUNG,CH,,,24.183,120.65,112,19730101,19840713
591625,99999,YANCHENG,CH,,ZSYN,33.417,120.2,3,20131001,20200101
591630,99999,I-LAN FORMOSA/NILAN,CH,,,24.767,121.75,7,19560820,19591031
592020,99999,XI-YANG (?),CH,,,0,0,-999,19740425,20011003
592030,99999,ZHE-SHANG,CH,,,0,0,-999,19740514,20010831
592090,99999,NAPO,CH,,,23.3,105.95,794,19730101,20210419
592110,99999,BAISE,CH,,,23.9,106.6,177,19560820,20210419
592160,99999,HUO-JIAO,CH,,,23.633,106.717,329,19730323,20011006
592170,99999,RONG-LAO-XIANG,CH,,,0,0,-999,19731004,20020821
592180,99999,XINJING,CH,,,23.133,106.417,740,19570601,20021209
592240,99999,PINGMA,CH,,,23.6,107.117,112,19570601,19890913
592280,99999,LONG'AN,CH,,,23.133,107.65,457,19880201,20021209
592340,99999,QIAO-LI,CH,,,0,0,-999,19731004,20020815
592420,99999,DA-WAN,CH,,,23.85,109.417,76,19570602,20021209
592430,99999,XIANGZHOU,CH,,,23.95,109.683,122,19740307,19741025
592450,99999,WU-XUAN,CH,,,0,0,-999,19730701,20020421
592540,99999,GUIPING,CH,,,23.4,110.083,44,19560820,20210419
592580,99999,LIU-CHEN,CH,,,0,0,-999,19740610,20020416
592590,99999,JINJI,CH,,,23.217,110.817,77,19740111,19750404
592620,99999,GU-NA,CH,,,23.833,111.567,137,19740302,20020530
592650,99999,WUZHOU,CH,,,23.483,111.3,120,19560820,20210419
592710,99999,HUAIJI,CH,,,23.95,112.2,57,19570601,20021209
592730,99999,QINGCHENG,CH,,,23.667,112.867,20,19740112,19741024
592770,99999,LU-BU,CH,,,0,0,-999,19740424,20020615
592780,99999,GAOYAO,CH,,,23.05,112.467,12,19570601,20210419
592800,99999,QING YUAN,CH,,,23.7,113.083,19,19990207,19991203
592830,99999,LIANG-KOU (?),CH,,,0,0,-999,19731101,20011206
592870,99999,BAIYUN INTL,CH,,ZGGG,23.392,113.299,15.2,19451130,20210419
592871,99999,HUANGHUA,CH,,ZGHA,28.189,113.22,66.1,20040713,20210419
592880,99999,GUANG-ZHOU/EAST,CH,,,0,0,-999,19731008,20020926
592930,99999,HEYUAN,CH,,,23.8,114.733,41,19560820,20210419
592970,99999,BO-LUO,CH,,,0,0,-999,19731005,20020522
592980,99999,HUI-YANG,CH,,,23.083,114.417,16,19570603,20021209
593030,99999,SONG-LIN-BA,CH,,,23.967,115.967,152,19570601,20021209
593090,99999,DAPING,CH,,,23.183,115.85,97,19740421,19751221
593110,99999,APPROXIMATE LOCALE,CH,,,23.767,116.017,0,19740421,20020110
593160,99999,SHANTOU,CH,,ZGOW,23.4,116.683,3,19560820,20210419
593170,99999,HUILAI,CH,,,23.083,116.3,30,19570602,20021209
593210,99999,GULEITOU,CH,,,23.8,117.55,6,19560820,19611031
593240,99999,LUNG-AO /NAN-AO TAO,CH,,,23.433,117.017,,19570601,19610314
593260,99999,XIONG-DI ISLAND,CH,,,0,0,-999,19731108,19851025
593270,99999,APPROXIMATE LOCALE,CH,,,23.167,117.167,0,19830201,20011025
593450,99999,MAGONG,CH,,,23.517,119.567,22,19560820,19910321
593460,99999,P ENG-HU,CH,,,23.533,119.567,21,19730103,19820511
593530,99999,ALI SHAN,CH,,,23.517,120.8,2408,19490930,20011212
593540,99999,CHIA-YI,CH,,,23.467,120.383,25,19560820,20020131
593580,99999,TAINAN,CH,,,23,120.217,14,19560820,20210419
593610,99999,HUA-LIAN CITY,CH,,,23.983,121.6,19,19730101,19850709
593620,99999,HUALIAN,CH,,,24.017,121.617,14,19560820,19900623
594170,99999,LONGZHOU,CH,,,22.367,106.75,129,19560820,20210419
594270,99999,NING-MING,CH,,,22.117,107.133,168,19801001,19840518
594310,99999,WUXU,CH,,ZGNN,22.608,108.172,128.3,19440114,20210419
594320,99999,BOGUS CHINESE,CH,,,,,,19801001,20020823
594460,99999,BOBAI,CH,,,22.25,109.967,121,19570601,20021209
594530,99999,CEN-XI,CH,,,22.933,110.983,243,19570701,20021209
594560,99999,XINYI,CH,,,22.35,110.933,84,19560820,20210419
594620,99999,LUODING,CH,,,22.717,111.55,134,19591101,20021209
594680,99999,SANJIA,CH,,,23.133,111.467,80,19740422,19741130
594720,99999,MING-CHENG,CH,,,0,0,-999,19731103,20020618
594730,99999,HE-QING,CH,,,0,0,-999,19740427,20020606
594770,99999,EN-PING,CH,,,0,0,-999,19740112,20011201
594780,99999,TAI-SHAN,CH,,,22.267,112.783,46,19560820,20021209
594880,99999,ZHUHAI SANZAO,CH,,,22.017,113.383,3,19740611,19741125
594930,99999,BAOAN INTL,CH,,ZGSZ,22.639,113.811,4,19570601,20210419
595010,99999,SHANWEI,CH,,,22.783,115.367,5,19560820,20210419
595050,99999,APPROXIMATE LOCALE,CH,,,22.5,115.5,0,19830201,20011016
595500,99999,TAINAN,CH,,,22.95,120.183,17,19730101,19801007
595520,99999,LU-CHU,CH,,,22.833,120.3,15,19560820,19591031
595530,99999,DONGGANG,CH,,,22.467,120.433,8,19730102,20031205
595540,99999,GAOXIONG,CH,,,22.617,120.267,33,20020617,20020617
595580,99999,HENG CHUN ARPT,CH,,,22.033,120.733,13,19730101,20011205
595590,99999,HENGCHUN,CH,,,22,120.75,24,19560820,20210419
595600,99999,CHIN HONG,CH,,,22.8,121.167,37,19730101,19800710
595620,99999,TAIDONG,CH,,,22.75,121.15,10,19560820,20210419
595670,99999,LAN YU,CH,,,22.033,121.55,325,19730101,20210419
595680,99999,ORCHID ISL.,CH,,,22.033,121.55,10,19731115,20020526
596220,99999,DONG-JIAO (?),CH,,,0,0,-999,19740426,19820428
596260,99999,DONG-XING,CH,,,21.55,107.967,13,19591101,20021209
596320,99999,QINZHOU,CH,,,21.95,108.617,6,19560820,20210419
596330,99999,BAI-MU,CH,,,0,0,-999,19731004,20020515
596340,99999,WANWEI,CH,,,21.55,108.167,21,19570602,19580731
596440,99999,BEIHAI,CH,,,21.483,109.1,16,19450811,20210419
596441,99999,BEIHAI AIRPORT,CH,,ZGBH,21.539,109.294,16,20100602,20180401
596460,99999,SHAN-KOU (?),CH,,,0,0,-999,19740422,19820422
596470,99999,WEI-ZHOU ISLAND,CH,,,21.033,109.117,41,19570602,20021209
596480,99999,FOU-TOU,CH,,,0,0,-999,19731010,19840503
596570,99999,ZHAN-JIANG,CH,,,0,0,-999,19800401,20020613
596580,99999,ZHANJIANG,CH,,ZGZJ,21.217,110.4,28,19560820,20210419
596630,99999,YANGJIANG,CH,,,21.867,111.967,22,19560820,20210419
596640,99999,TIAN-CHENG,CH,,,21.517,111.3,8,19570602,20021209
596730,99999,SHANGCHUAN DAO,CH,,,21.733,112.767,18,19591101,20210419
596830,99999,BEI-JIAN ISLAND,CH,,,0,0,-999,19731101,20020426
597380,99999,DAO-BACH-LONG ISLAN,CH,,,20.133,107.733,58,19731108,20020731
597450,99999,XI-CUN,CH,,,0,0,-999,19731004,20020725
597480,99999,LIN-GAO (CAPE),CH,,,0,0,-999,19731004,19820826
597520,99999,BOGUS CHINESE,CH,,,,,,19831201,20030216
597540,99999,XUWEN,CH,,,20.367,110.167,109,19570602,20021209
597550,99999,CHIN HO (CHIN NANG),CH,,,0,0,-999,19731108,20020524
597580,99999,HAIKOU,CH,,ZGCH,20,110.25,24,19560820,20210417
597920,99999,DONGSHA DAO,CH,,,20.667,116.717,6,19560820,20210419
598380,99999,DONGFANG,CH,,,19.1,108.617,8,19560820,20210419
598450,99999,DANXIAN,CH,,,19.517,109.583,169,19570602,20210419
598480,99999,BAI-SHA,CH,,,0,0,-999,19731114,19851031
598490,99999,XIN-SHI,CH,,,19.067,109.883,243,19570601,20021209
598530,99999,APPROXIMATE LOCALE,CH,,,19.833,110.833,0,19830201,20040908
598550,99999,QIONGHAI,CH,,,19.233,110.467,25,19560820,20210419
598580,99999,BOGUS CHINESE,CH,,,19.25,110.483,-999,19740422,20011214
599380,99999,HUANG-LIU,CH,,,0,0,-999,19730105,19851006
599450,99999,BAO-TING,CH,,,0,0,-999,19731008,19840302
599480,99999,SANYA,CH,,,18.217,109.583,7,19560820,20210419
599540,99999,LING-SHUI,CH,,,18.5,110,50,19570601,20021209
599550,99999,DA-ZHOU ISLAND,CH,,,18.667,110.467,246,19731111,19840203
599810,99999,XISHA DAO,CH,,,16.833,112.333,5,19570701,20210419
599850,99999,SANHU DAO,CH,,,16.533,111.617,5,19750426,20210419
599950,99999,YONGSHUJIAO,CH,,,9.533,112.883,6,19881001,20111022
599970,99999,NANSHA DAO,CH,,,10.383,114.367,5,19730101,20210419
749259,99999,MANGSHI,CH,,,24.45,98.583,922,19441231,19450828
749321,99999,YANG-CHIEH,CH,,,25.5,103.083,1955,19430217,19451031
749322,99999,YUN-NAN-I,CH,,,25.417,100.733,1967,19430108,19451018
749323,99999,XIQIAO,CH,,,25,103.583,1849,19440630,19451113
749324,99999,ZHE-SHANG EAST,CH,,,23.75,106.083,162,19450123,19450831
749325,99999,LO-PING,CH,,,24.95,104.35,1550,19450615,19451009
749327,99999,HSUPU CHINA AAB,CH,,,27.866,110.566,152,19450731,19450831
749329,99999,XINGANG,CH,,,29.75,116.133,30,19460721,19461002
749336,99999,CHING-SHUI-PU NORTH,CH,,,30.25,104.033,481,19431231,19461031
749337,99999,LIULIN SOUTHWEST,CH,,,36.517,109.45,1196,19440831,19460331
749338,99999,AO-CHIA-CHANG NORTH,CH,,,31.117,104,500,19450131,19450831
749339,99999,QIONGLAI NORTHEAST,CH,,,30.45,103.533,539,19450131,19450228
749340,99999,GUANBA NORTH,CH,,,30.583,107.833,501,19450228,19460430
749341,99999,ERH-LANG-PA NORTH,CH,,,32.967,107.2,518,19450228,19451006
749342,99999,SIAN CHINA,CH,,RSIA,34.25,108.916,416,19450314,19451031
749344,99999,LANCHOW CHINA,CH,,RLHW,36,103.75,1543,19451031,19461231
749345,99999,HUA-CHIAO SOUTHEAST,CH,,,30.417,103.917,486,19460430,19460831
749346,99999,LENG-CHI NORTHWEST,CH,,,32.417,111.5,110,19450206,19450228
749347,99999,HSIA-KUAN SOUTHEAST,CH,,,32.083,118.75,25,19450907,19481119
749348,99999,HANKOW CHINA,CH,,,30.583,114.25,37,19450930,19480228
749350,99999,HANGCHOW CHINA,CH,,,30.233,120.166,8,19451022,19460430
749351,99999,CHA-YIN-LU SOUTHWEST,CH,,,31.317,121.5,6,19451031,19470331
999999,43204,HUNG CHIA,CH,,,31.233,121.45,27.1,19451208,19490425
999999,43205,TSINGTAO,CH,,,36.183,120.383,14,19451231,19480930
999999,44101,PEKING,CH,,RPEK,40,116.5,50.9,19460430,19460630
